"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hipModuleLoad",5,3714218138,742843627.600000,72.84,141037909,1521166334,579132875.570047
"hipFree",1210,954899468,789173.114050,18.73,1342,47921018,3170449.483530
"hipMemcpy",292,288048041,986465.893836,5.65,17352,188161943,11006591.706605
"hipGetDeviceCount",3,58385724,19461908.000000,1.15,97,58384771,33708188.148158
"hipMalloc",1378,35236022,25570.407837,0.6910,1067,157015,16832.049816
"hipLaunchKernel",2486,28637508,11519.512470,0.5616,3563,7631879,153585.270646
"hipExtModuleLaunchKernel",868,6261945,7214.222350,0.1228,4441,45994,3641.191806
"hipDeviceGetAttribute",35960,5634332,156.683315,0.1105,123,3916,49.722253
"hipGetDevicePropertiesR0600",21458,3279964,152.855066,0.0643,96,2909,61.979045
"hipGetDevice",21456,1455151,67.820237,0.0285,43,6511,71.338832
"hipRuntimeGetVersion",17981,870363,48.404594,0.0171,40,8454,66.917375
"hipSetDevice",10365,814575,78.589001,0.0160,47,7808,104.881944
"hipEventQuery",4420,488647,110.553620,9.583e-03,59,5525,177.131440
"hipEventRecord",134,331117,2471.022388,6.494e-03,1128,7993,1260.718154
"hipGetLastError",2500,188564,75.425600,3.698e-03,39,5075,133.802006
"hipEventDestroy",123,127993,1040.593496,2.510e-03,158,4043,529.955795
"hipDeviceSynchronize",6,118240,19706.666667,2.319e-03,371,63421,23056.594967
"hipEventCreateWithFlags",134,51406,383.626866,1.008e-03,100,5737,559.051475
"hipModuleGetFunction",21,43710,2081.428571,8.572e-04,562,3958,1104.045134
"hipMemset",2,27571,13785.500000,5.407e-04,10527,17044,4608.214893
"hipDriverGetVersion",1,1200,1200.000000,2.353e-05,1200,1200,0.00000000e+00
