"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hipModuleLoad",4,3248655116,812163779.000000,82.21,142767841,1467425144,607411643.776198
"hipMemcpy",628,582001115,926753.367834,14.73,15230,221402853,8864296.514177
"hipGetDeviceCount",3,62768893,20922964.333333,1.59,55,62768006,36238869.107834
"hipLaunchKernel",1396,22410125,16053.098138,0.5671,3514,10558886,282822.246833
"hipFree",169,11724587,69376.254438,0.2967,1788,156705,42423.920796
"hipMalloc",652,10294755,15789.501534,0.2605,1117,115956,16694.487200
"hipDeviceGetAttribute",34422,5488383,159.444047,0.1389,120,7082,79.117133
"hipGetDevicePropertiesR0600",18085,2891836,159.902461,0.0732,95,8882,84.549873
"hipExtModuleLaunchKernel",217,1891089,8714.695853,0.0479,4783,92940,8902.936516
"hipGetDevice",18083,1388722,76.797102,0.0351,44,8098,65.728620
"hipRuntimeGetVersion",17212,842130,48.926911,0.0213,40,1120,19.376547
"hipSetDevice",5429,554675,102.168908,0.0140,47,5864,152.236878
"hipDeviceSynchronize",5,309837,61967.400000,7.841e-03,662,214831,88334.898938
"hipGetLastError",1407,156978,111.569296,3.973e-03,39,1410,121.584171
"hipModuleGetFunction",18,42841,2380.055556,1.084e-03,482,4085,1235.959616
"hipMemset",2,38021,19010.500000,9.622e-04,14353,23668,6586.699667
"hipDriverGetVersion",1,979,979.000000,2.478e-05,979,979,0.00000000e+00
