"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hipModuleLoad",5,3805171381,761034276.200000,73.12,147274973,1557471756,596716467.017104
"hipFree",5953,677824852,113862.733412,13.02,972,19993603,797760.761464
"hipMemcpy",2150,496653895,231001.811628,9.54,3222,228384009,4963104.266086
"hipLaunchKernel",7703,69395677,9008.915617,1.33,3065,8363852,97034.712063
"hipGetDeviceCount",3,60348790,20116263.333333,1.16,53,60348029,34841731.107975
"hipMalloc",6366,50053347,7862.605561,0.9618,855,144726,12847.362116
"hipExtModuleLaunchKernel",3658,22506225,6152.603882,0.4325,3013,155517,4961.531385
"hipDeviceGetAttribute",35960,5846963,162.596301,0.1124,119,19308,139.281100
"hipGetDevicePropertiesR0600",32622,4956286,151.930783,0.0952,94,15132,142.575509
"hipSetDevice",36364,2630857,72.347844,0.0506,48,2957,53.941408
"hipDeviceSynchronize",7,2486613,355230.428571,0.0478,496,2379795,892873.660885
"hipGetDevice",32620,2192810,67.222869,0.0421,42,10890,87.285297
"hipEventQuery",11636,1203471,103.426521,0.0231,58,3643,98.273972
"hipEventRecord",343,1037607,3025.093294,0.0199,995,53442,3367.400964
"hipRuntimeGetVersion",17981,905531,50.360436,0.0174,40,9717,75.002479
"hipGetLastError",7728,525818,68.040631,0.0101,39,1291,62.106722
"hipEventDestroy",314,150588,479.579618,2.894e-03,114,3902,408.318865
"hipEventCreateWithFlags",343,99500,290.087464,1.912e-03,106,4443,306.590014
"hipModuleGetFunction",36,65851,1829.194444,1.265e-03,503,4160,1183.872600
"hipMemset",2,33274,16637.000000,6.394e-04,12481,20793,5877.471565
"hipDriverGetVersion",1,913,913.000000,1.754e-05,913,913,0.00000000e+00
