"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hipModuleLoad",5,3746506296,749301259.200000,82.00,142229662,1530291068,583270015.396835
"hipFree",2757,333449002,120946.319188,7.30,986,8785297,608291.877186
"hipMemcpy",1837,330473425,179898.434948,7.23,3246,210733554,4920721.994048
"hipGetDeviceCount",3,59254529,19751509.666667,1.30,50,59253521,34209745.318260
"hipMalloc",2917,37557552,12875.403497,0.8220,915,156396,15442.822774
"hipLaunchKernel",3460,37183145,10746.573699,0.8138,3556,8175895,139398.107579
"hipExtModuleLaunchKernel",1448,10034293,6929.760359,0.2196,3738,40695,3894.685577
"hipDeviceGetAttribute",35960,5754604,160.027920,0.1259,120,10627,96.392898
"hipGetDevicePropertiesR0600",23782,3743027,157.389076,0.0819,94,6789,82.077121
"hipGetDevice",23780,1693178,71.201766,0.0371,44,1610,34.714174
"hipSetDevice",16772,1322122,78.829120,0.0289,47,10999,119.356957
"hipRuntimeGetVersion",17981,867202,48.228797,0.0190,40,876,17.036104
"hipEventRecord",141,374746,2657.773050,8.202e-03,1069,51640,4219.316672
"hipEventQuery",2762,357135,129.303041,7.816e-03,59,15498,384.179197
"hipGetLastError",3484,287660,82.566016,6.296e-03,38,6045,128.850442
"hipDeviceSynchronize",7,115981,16568.714286,2.538e-03,391,55198,18615.106873
"hipModuleGetFunction",35,75065,2144.714286,1.643e-03,422,5705,1396.761771
"hipEventDestroy",129,71546,554.620155,1.566e-03,115,3396,534.544114
"hipEventCreateWithFlags",141,38221,271.070922,8.365e-04,109,2375,220.608077
"hipMemset",2,25495,12747.500000,5.580e-04,10275,15220,3496.643033
"hipDriverGetVersion",1,692,692.000000,1.514e-05,692,692,0.00000000e+00
