"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hipModuleLoad",5,3698086970,739617394.000000,69.97,140406400,1512243398,575468954.642896
"hipFree",1411,992953686,703723.377746,18.79,1255,16024951,2524744.560555
"hipMemcpy",341,441264637,1294031.193548,8.35,17391,197773969,10777708.346392
"hipGetDeviceCount",3,62642207,20880735.666667,1.19,44,62641333,36165738.170015
"hipMalloc",1519,39926370,26284.641211,0.7554,1304,128864,14923.610983
"hipLaunchKernel",2899,27600901,9520.835116,0.5222,3637,8353570,155361.171468
"hipExtModuleLaunchKernel",1012,5868444,5798.857708,0.1110,3593,31464,3483.319421
"hipDeviceGetAttribute",35960,5639728,156.833370,0.1067,120,8033,74.623976
"hipGetDevicePropertiesR0600",22034,3529225,160.171780,0.0668,95,11794,132.582651
"hipDeviceSynchronize",6,2904946,484157.666667,0.0550,447,2836590,1152539.159109
"hipGetDevice",22032,1553237,70.499138,0.0294,44,13805,135.785220
"hipSetDevice",11861,985283,83.069134,0.0186,46,2121,83.051674
"hipRuntimeGetVersion",17981,879583,48.917357,0.0166,40,1694,22.560271
"hipEventQuery",4959,550705,111.051623,0.0104,60,2162,131.132997
"hipEventRecord",149,328390,2203.959732,6.213e-03,1109,6371,976.657136
"hipGetLastError",2914,221077,75.867193,4.183e-03,39,1049,81.806281
"hipEventDestroy",142,96174,677.281690,1.820e-03,243,2214,399.387072
"hipEventCreateWithFlags",149,46973,315.255034,8.888e-04,99,1315,227.469100
"hipModuleGetFunction",22,38736,1760.727273,7.329e-04,576,3410,909.527307
"hipMemset",2,27852,13926.000000,5.270e-04,9880,17972,5721.908073
"hipDriverGetVersion",1,588,588.000000,1.113e-05,588,588,0.00000000e+00
