"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 3",1,0,2659034,1,11,"__amd_rocclr_copyBuffer",9,3219595902503262,3219595902509115,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,2,11,"__amd_rocclr_copyBuffer",13,3219595902531260,3219595902536112,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,3,11,"__amd_rocclr_copyBuffer",17,3219595902554148,3219595902558318,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,4,11,"__amd_rocclr_copyBuffer",21,3219595902576273,3219595902580522,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,5,11,"__amd_rocclr_copyBuffer",25,3219595902601306,3219595902605876,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,6,11,"__amd_rocclr_copyBuffer",29,3219595902622595,3219595902626002,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,7,11,"__amd_rocclr_copyBuffer",45,3219595902718699,3219595902722949,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,8,11,"__amd_rocclr_copyBuffer",49,3219595902742248,3219595902747099,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,9,11,"__amd_rocclr_copyBuffer",53,3219595902764671,3219595902769522,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,10,11,"__amd_rocclr_copyBuffer",57,3219595902786637,3219595902790927,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,11,11,"__amd_rocclr_copyBuffer",61,3219595902809004,3219595902813735,0,0,16,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,12,11,"__amd_rocclr_copyBuffer",65,3219595902830129,3219595902833978,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,13,11,"__amd_rocclr_copyBuffer",81,3219595902921600,3219595902925610,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,14,11,"__amd_rocclr_copyBuffer",89,3219595902996993,3219595903000962,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,15,86,"microllm::ops::hip::(anonymous namespace)::embedding_kernel(float const*, int const*, float*, long, long, long)",93,3219595912129316,3219595912133605,0,0,16,0,32,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,16,135,"microllm::ops::hip::(anonymous namespace)::rms_norm_kernel(float const*, float const*, float*, long, long, float)",98,3219595912157505,3219595912161194,1024,0,12,4,32,256,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,17,54,"void microllm::ops::hip::(anonymous namespace)::matmul_typed_kernel<float>(float const*, float const*, float*, long, long, long, long)",103,3219595912175088,3219595912192688,0,0,16,0,48,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,18,54,"void microllm::ops::hip::(anonymous namespace)::matmul_typed_kernel<float>(float const*, float const*, float*, long, long, long, long)",108,3219595912192660,3219595912211182,0,0,16,0,48,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 3",1,0,2659034,19,54,"void microllm::ops::hip::(anonymous namespace)::matmul_typed_kernel<float>(float const*, float const*, float*, long, long, long, long)",113,3219595912211266,3219595912225659,0,0,16,0,48,256,1,1,256,1,1
