"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hipModuleLoad",5,3939098474,787819694.800000,83.12,141625903,1561580689,616896693.846526
"hipFree",2641,335905897,127188.904582,7.09,1009,9181556,611323.023530
"hipMemcpy",1837,315366935,171674.978225,6.65,3486,193478303,4518781.042584
"hipGetDeviceCount",3,57775791,19258597.000000,1.22,88,57775162,33356323.757284
"hipMalloc",2973,37712309,12684.934073,0.7958,940,346720,17011.322869
"hipLaunchKernel",3364,28932108,8600.507729,0.6105,3275,7057590,122051.317761
"hipExtModuleLaunchKernel",1448,8137729,5619.978591,0.1717,3552,215424,6714.991069
"hipDeviceGetAttribute",35960,6609347,183.797191,0.1395,117,16171,123.938564
"hipGetDevicePropertiesR0600",23782,4212836,177.143890,0.0889,94,14752,157.228169
"hipGetDevice",23780,1822395,76.635618,0.0385,43,19867,138.834594
"hipSetDevice",16484,1256119,76.202317,0.0265,48,11993,106.741292
"hipRuntimeGetVersion",17981,1016655,56.540515,0.0215,40,2198,37.524272
"hipEventQuery",5242,502264,95.815338,0.0106,59,2406,71.690322
"hipEventRecord",142,262430,1848.098592,5.537e-03,1009,4797,571.291486
"hipGetLastError",3388,243312,71.815821,5.134e-03,39,1816,82.954118
"hipDeviceSynchronize",7,103383,14769.000000,2.181e-03,555,53661,18260.677580
"hipModuleGetFunction",35,85196,2434.171429,1.798e-03,432,5168,1545.158596
"hipEventDestroy",119,46475,390.546218,9.807e-04,104,2576,315.286008
"hipEventCreateWithFlags",142,36923,260.021127,7.791e-04,94,2990,283.150599
"hipMemset",2,31142,15571.000000,6.571e-04,11197,19945,6185.770122
"hipDriverGetVersion",1,881,881.000000,1.859e-05,881,881,0.00000000e+00
