fraction	worst_norm_rms	worst_norm_max	rms_over_f1	max_over_f1	top_all	gates
1.0	6.864601278404266	9.15175199508667	1.0	1.0	True	0
0.75	44.93294029093351	52.521154284477234	6.54560089779585	5.7389180030965035	True	0
0.5	65.27604030056455	76.77058815956116	9.509079646900993	8.388622003828035	False	0
0.25	83.61036307976542	112.30605125427246	12.179930004500035	12.271535692244127	False	0
