"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"MEMORY_COPY_HOST_TO_DEVICE",177,20150696,113845.740113,94.79,14714,621819,129602.689129
"MEMORY_COPY_DEVICE_TO_HOST",12,1108207,92350.583333,5.21,91890,94495,689.061477
