fraction	worst_norm_rms	worst_norm_max	rms_over_f1	max_over_f1	top_all	gate_passes
1.0	7.51222030241051	9.586434364318848	1.0	1.0	True	0
0.75	53.40813155144666	59.46926951408386	7.109500174576768	6.203481633946323	True	0
0.5	75.20640957124174	81.1451244354248	10.011209275519997	8.464578314691302	True	0
0.25	83.32102030550553	114.05502080917358	11.091397343441805	11.897543599077009	False	0
