"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"microllm::ops::hip::(anonymous namespace)::causal_gqa_attention_backward_rows_kernel(float const*, float const*, float const*, float const*, float*, float*, float*, long, long, long, long, long, long, float)",72,473909338,6582074.138889,32.86,6418431,6773879,75169.059851
"microllm::ops::hip::(anonymous namespace)::causal_gqa_attention_kernel(float const*, float const*, float const*, float*, long, long, long, long, long, long, float)",72,269688265,3745670.347222,18.70,3641098,3976865,68989.578536
"microllm::ops::hip::(anonymous namespace)::rms_norm_weight_gradient_kernel(float const*, float const*, float const*, float*, long, long)",147,143143047,973762.224490,9.92,936254,1260352,37613.174385
"microllm::ops::hip::(anonymous namespace)::adamw_update_kernel(float*, float const*, float*, float*, hip_bfloat16*, long, float, float, float, float, float, float, float)",870,127473646,146521.432184,8.84,9462,9582563,572599.627405
"microllm::ops::hip::(anonymous namespace)::bias_gradient_kernel(float const*, float*, long, long)",216,116067299,537348.606481,8.05,463577,641743,69620.467102
"microllm::runtime::detail::(anonymous namespace)::strided_copy_kernel(std::byte*, std::byte const*, unsigned long, long, microllm::runtime::detail::(anonymous namespace)::Layout)",720,43786454,60814.519444,3.04,29227,99908,29567.544261
"void microllm::ops::hip::(anonymous namespace)::cast_kernel<float, hip_bfloat16>(float const*, hip_bfloat16*, long)",672,35409724,52693.041667,2.46,10384,203784,54135.856821
"void microllm::ops::hip::(anonymous namespace)::fill_typed_kernel<float>(float*, long, float)",730,30496161,41775.563014,2.11,4531,1940424,153756.915220
"void microllm::ops::hip::(anonymous namespace)::add_typed_kernel<float>(float const*, float const*, float*, long)",507,24231109,47793.114398,1.68,16959,4787553,363838.059181
"void microllm::ops::hip::(anonymous namespace)::cast_transpose_2d_kernel<hip_bfloat16, float>(hip_bfloat16 const*, float*, long, long)",168,21518208,128084.571429,1.49,14994,259953,107549.677027
"microllm::ops::hip::(anonymous namespace)::cross_entropy_backward_elements_kernel(float const*, int const*, float const*, float const*, float*, long, long)",3,14087511,4695837.000000,0.9768,4683998,4703801,10454.731991
