"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"MEMORY_ALLOCATION_FREE",1516,134941474,89011.526385,70.57,244,728048,45435.803371
"MEMORY_ALLOCATION_ALLOCATE",1618,56279808,34783.564895,29.43,388,11836451,295164.637463
