"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hipMemcpy",485,192622646,397160.094845,66.83,3251,188009595,8536646.497160
"hipGetDeviceCount",1,61236056,61236056.000000,21.25,61236056,61236056,0.00000000e+00
"hipLaunchKernel",1810,18321752,10122.514917,6.36,3091,8384965,197174.919335
"hipFree",1953,12866861,6588.254480,4.46,790,59042,8198.277094
"hipMalloc",1953,2674224,1369.290323,0.9278,716,47472,1481.285522
"hipSetDevice",6203,399966,64.479445,0.1388,49,1389,26.821084
"hipGetLastError",1810,97070,53.629834,0.0337,40,1168,32.224527
"hipDeviceSynchronize",2,1846,923.000000,6.405e-04,582,1264,482.246825
