Name,Calls,TotalDurationNs,AverageNs,Percentage,MinNs,MaxNs,StdDev
hipModuleLoad,5,4885130384,977026076.8,80.12659808941841,150644450,1641840763,638903998.1029992
hipMemcpy,587,598401500,1019423.339011925,9.815065866746599,16766,224819168,9459034.98767163
hipDeviceSynchronize,4,223986979,55996744.75,3.6738660450860956,764,102680668,39469699.02010509
hipFree,2209,164673357,74546.56269805341,2.700995644986313,905,6839060,256757.75276612915
hipLaunchKernel,5905,73151147,12388.001185436071,1.199835438301981,3656,24409325,317871.0248221011
hipSetDevice,22570,61575396,2728.1965440850686,1.00996833649482,48,59936033,398944.1278574935
hipMalloc,4761,56206553,11805.619197647553,0.9219078158022392,690,209202,19864.87567954107
hipExtModuleLaunchKernel,1521,10475707,6887.381328073636,0.1718240248490995,4066,115925,4996.211186239832
hipDeviceGetAttribute,55458,8336971,150.32945652565905,0.13674417509674736,116,7196,71.90473724596596
hipGetDevicePropertiesR0600,33822,5143322,152.07030926615812,0.08436149341852728,94,10756,119.45259643870597
hipEventQuery,51490,4021154,78.09582443192853,0.06595553548968636,60,11187,86.41242632193763
hipGetDevice,33817,2339880,69.19241801460804,0.03837904203161762,42,5367,46.702164201585305
hipRuntimeGetVersion,27730,1343751,48.45838442120447,0.022040393571049886,40,5783,44.414277810279174
hipEventRecord,322,1184628,3678.968944099379,0.019430435665004665,1195,246761,13985.537836517953
hipGetLastError,5941,374798,63.08668574314088,0.006147489698346164,38,1847,68.19647985644876
hipEventCreateWithFlags,322,174687,542.5062111801242,0.0028652408308875617,86,66602,3703.0939969952883
hipEventDestroy,159,133116,837.2075471698113,0.002183387421184339,146,2872,544.1820366381493
hipModuleGetFunction,50,75702,1514.04,0.001241674889258217,338,4094,1145.0945805478252
hipMemset,2,34137,17068.5,0.0005599198924018885,13947,20190,3121.5
hipDriverGetVersion,1,1062,1062.0,1.741907390019057e-05,1062,1062,0.0
hipGetDeviceCount,2,764,382.0,1.2531235837801881e-05,48,716,334.0
