"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hipModuleLoad",2,1320248749,660124374.500000,47.60,111901017,1208347732,775304907.386214
"hipMemcpy",700,1193117070,1704452.957143,43.02,29024,249949185,10037937.093664
"hipLaunchKernel",7560,77804315,10291.576058,2.81,3432,7168137,83416.101259
"hipGetDeviceCount",3,58957894,19652631.333333,2.13,48,58957418,34038943.744191
"hipMalloc",1543,29308380,18994.413480,1.06,1048,195404,32883.716006
"hipExtModuleLaunchKernel",3940,28595711,7257.794670,1.03,3492,108679,4839.165889
"hipEventRecord",10057,28238380,2807.833350,1.02,824,129641,4485.593091
"hipFree",1126,18801209,16697.343694,0.6779,1038,576974,36274.900098
"hipGetDevicePropertiesR0600",24686,3630168,147.053715,0.1309,94,8267,102.240043
"hipEventCreateWithFlags",10057,3204264,318.610321,0.1155,77,77815,2260.141431
"hipDeviceGetAttribute",17836,2686733,150.635400,0.0969,124,8076,111.259414
"hipSetDevice",34561,2574200,74.482799,0.0928,47,5403,85.627317
"hipEventQuery",9654,2029620,210.236172,0.0732,74,5856,171.921231
"hipEventDestroy",9641,1645930,170.721917,0.0593,86,7158,167.544859
"hipGetDevice",24680,1635323,66.261062,0.0590,41,1273,38.537933
"hipGetLastError",7564,542453,71.715098,0.0196,38,6525,89.478711
"hipRuntimeGetVersion",8919,413341,46.343873,0.0149,40,727,14.825691
"hipMemset",1,24343,24343.000000,8.777e-04,24343,24343,0.00000000e+00
"hipModuleGetFunction",8,16861,2107.625000,6.079e-04,1166,2854,590.036061
"hipDeviceSynchronize",2,14274,7137.000000,5.147e-04,2272,12002,6880.148981
"hipDriverGetVersion",1,804,804.000000,2.899e-05,804,804,0.00000000e+00
