"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hipModuleLoad",5,3728796955,745759391.000000,79.93,151184536,1509272939,565852087.598796
"hipFree",1114,511866688,459485.357271,10.97,1364,13832792,1924957.352340
"hipMemcpy",292,286939414,982669.226027,6.15,15559,184983195,10816661.661061
"hipGetDeviceCount",3,63310263,21103421.000000,1.36,56,63309623,36551643.130211
"hipMalloc",1299,31085438,23930.283295,0.6664,1086,128675,15299.442715
"hipLaunchKernel",2486,24333141,9788.069590,0.5216,3281,9178333,184360.746360
"hipDeviceGetAttribute",35960,5912005,164.405033,0.1267,123,8647,103.277462
"hipExtModuleLaunchKernel",868,4669241,5379.309908,0.1001,3463,35843,3475.870482
"hipGetDevicePropertiesR0600",21458,3440135,160.319461,0.0737,96,13797,147.012907
"hipGetDevice",21456,1629665,75.953812,0.0349,43,7160,65.553150
"hipRuntimeGetVersion",17981,926071,51.502753,0.0199,40,8651,80.326653
"hipSetDevice",10173,786204,77.283397,0.0169,48,1675,57.083238
"hipEventQuery",3796,399502,105.242887,8.564e-03,60,9674,177.769272
"hipEventRecord",134,232490,1735.000000,4.984e-03,944,9741,881.603648
"hipGetLastError",2500,180028,72.011200,3.859e-03,40,1195,75.287938
"hipDeviceSynchronize",6,88480,14746.666667,1.897e-03,480,48981,18055.129561
"hipEventDestroy",121,64513,533.165289,1.383e-03,200,1780,295.414577
"hipModuleGetFunction",21,59540,2835.238095,1.276e-03,527,16499,3320.768720
"hipEventCreateWithFlags",134,35756,266.835821,7.665e-04,101,1415,229.741541
"hipMemset",2,31920,15960.000000,6.843e-04,11327,20593,6552.051434
"hipDriverGetVersion",1,701,701.000000,1.503e-05,701,701,0.00000000e+00
