fraction	worst_norm_rms	worst_norm_max	rms_over_f1	max_over_f1	top_all	gates
1.0	6.864601278404266	9.15175199508667	1.0	1.0	True	0
0.95	14.790345373760474	14.722734093666077	2.1545818575494327	1.608733945322198	True	0
0.9	34.209438157142976	29.446997940540314	4.983455960474261	3.2176350447815474	True	0
0.85	56.66229906541635	47.8370463848114	8.254273885312676	5.227091644364251	True	0
